#,Hanzi,Unicode,Mandarin reading(s),level
6947,埌,U+57CC,làng,3
6948,埇,U+57C7,yǒng,3
6949,莰,U+83B0,kǎn,3
6950,茝,U+831D,chǎi,3
6951,𬜯,U+2C72F,liǎng,3
6952,鄀,U+9100,ruò,3
6953,莶,U+83B6,xiān,3
6954,莝,U+839D,cuò,3
6955,䓖,U+44D6,qióng,3
6956,莙,U+8399,jūn,3
6957,栻,U+683B,shì,3
6958,桠,U+6860,yā,3
6959,𬂩,U+2C0A9,jiā,3
6960,桄,U+6844,"guāng, guàng",3
6961,梠,U+68A0,lǚ,3
6962,栴,U+6834,zhān,3
6963,梴,U+68B4,chān,3
6964,栒,U+6812,xún,3
6965,酎,U+914E,zhòu,3
6966,酏,U+914F,yǐ,3
6967,𫠆,U+2B806,kuǐ,3
6968,砵,U+7835,bō,3
6969,砠,U+7820,jū,3
6970,砫,U+782B,zhù,3
6971,砬,U+782C,lá,3
6972,硁,U+7841,kēng,3
6973,恧,U+6067,nǜ,3
6974,翃,U+7FC3,hóng,3
6975,郪,U+90EA,qī,3
6976,𨐈,U+28408,guāng,3
6977,辀,U+8F80,zhōu,3
6978,辁,U+8F81,quán,3
6979,𬌗,U+2C317,hé,3
6980,剕,U+5255,fèi,3
6981,赀,U+8D40,zī,3
6982,哢,U+54E2,lòng,3
6983,晅,U+6645,xuǎn,3
6984,晊,U+664A,zhì,3
6985,唝,U+551D,hǒng,3
6986,哳,U+54F3,zhā,3
6987,哱,U+54F1,bō,3
6988,冔,U+5194,xǔ,3
6989,晔,U+6654,yè,3
6990,晐,U+6650,gāi,3
6991,晖,U+6656,huī,3
6992,畖,U+7556,wā,3
6993,蚄,U+8684,fāng,3
6994,蚆,U+8686,bā,3
6995,𫑡,U+2B461,méng,3
6996,帱,U+5E31,"chóu, dào",3
6997,崁,U+5D01,kàn,3
6998,峿,U+5CFF,wú,3
6999,𪨶,U+2AA36,shē,3
7000,崄,U+5D04,xiǎn,3
7001,帨,U+5E28,shuì,3
7002,崀,U+5D00,làng,3
7003,赆,U+8D46,jìn,3
7004,𬬸,U+2CB38,shù,3
7005,钷,U+94B7,pǒ,3
7006,𬬻,U+2CB3B,lú,3
7007,𬬹,U+2CB39,shén,3
7008,𬬿,U+2CB3F,zhāo,3
7009,𬭁,U+2CB41,mǔ,3
7010,眚,U+771A,shěng,3
7011,甡,U+7521,shēn,3
7012,笫,U+7B2B,zǐ,3
7013,倻,U+503B,yē,3
7014,倴,U+5034,bèn,3
7015,脩,U+8129,xiū,3
7016,倮,U+502E,luǒ,3
7017,倕,U+5015,chuí,3
7018,倞,U+501E,jìng,3
7019,𫢸,U+2B8B8,dàn,3
7020,倓,U+5013,tán,3
7021,倧,U+5027,zōng,3
7022,衃,U+8843,pēi,3
7023,虒,U+8652,sī,3
7024,舭,U+822D,bǐ,3
7025,舯,U+822F,zhōng,3
7026,舥,U+8225,pā,3
7027,瓞,U+74DE,dié,3
7028,鬯,U+9B2F,chàng,3
7029,鸰,U+9E30,líng,3
7030,脎,U+810E,sà,3
7031,朓,U+6713,tiǎo,3
7032,胲,U+80F2,hǎi,3
7033,虓,U+8653,xiāo,3
7034,鱽,U+9C7D,dāo,3
7035,狴,U+72F4,bì,3
7036,峱,U+5CF1,náo,3
7037,狻,U+72FB,suān,3
7038,眢,U+7722,yuān,3
7039,𫗧,U+2B5E7,sù,3
7040,勍,U+52CD,qíng,3
7041,痄,U+75C4,zhà,3
7042,疰,U+75B0,zhù,3
7043,痃,U+75C3,xuán,3
7044,竘,U+7AD8,qǔ,3
7045,羖,U+7F96,gǔ,3
7046,羓,U+7F93,bā,3
7047,桊,U+684A,juàn,3
7048,敉,U+6549,mǐ,3
7049,烠,U+70E0,huí,3
7050,烔,U+70D4,tóng,3
7051,烶,U+70F6,tǐng,3
7052,烻,U+70FB,shān,3
7053,𬊈,U+2C288,xún,3
7054,涍,U+6D8D,xiào,3
7055,浡,U+6D61,bó,3
7056,浭,U+6D6D,gēng,3
7057,浬,U+6D6C,lǐ,3
7058,涄,U+6D84,pīng,3
7059,涢,U+6DA2,yún,3
7060,涐,U+6D90,é,3
7061,浰,U+6D70,"lì, liàn",3
7062,浟,U+6D5F,yóu,3
7063,浛,U+6D5B,hán,3
7064,浼,U+6D7C,měi,3
7065,浲,U+6D72,féng,3
7066,涘,U+6D98,sì,3
7067,悈,U+6088,jiè,3
7068,悃,U+6083,kǔn,3
7069,悢,U+60A2,liàng,3
7070,𬒈,U+2C488,què,3
7071,宧,U+5BA7,yí,3
7072,窅,U+7A85,yǎo,3
7073,窊,U+7A8A,wā,3
7074,窎,U+7A8E,diào,3
7075,扅,U+6245,yí,3
7076,扆,U+6246,yǐ,3
7077,袪,U+88AA,qū,3
7078,袗,U+8897,zhěn,3
7079,袯,U+88AF,bó,3
7080,祧,U+7967,tiāo,3
7081,隺,U+96BA,hè,3
7082,堲,U+5832,jí,3
7083,疍,U+758D,dàn,3
7084,𨺙,U+28E99,nì,3
7085,陴,U+9674,pí,3
7086,烝,U+70DD,zhēng,3
7087,砮,U+782E,nǔ,3
7088,㛚,U+36DA,tǒng,3
7089,哿,U+54FF,gě,3
7090,翀,U+7FC0,chōng,3
7091,翂,U+7FC2,fēn,3
7092,剟,U+525F,duō,3
7093,𬳿,U+2CCFF,tú,3
7094,𫄨,U+2B128,chī,3
7095,绤,U+7EE4,xì,3
7096,骍,U+9A8D,xīng,3
7097,𬘫,U+2C62B,huán,3
7098,䂮,U+40AE,lüè,3
7099,琎,U+740E,jìn,3
7100,珸,U+73F8,wú,3
7101,珵,U+73F5,chéng,3
7102,琄,U+7404,xuàn,3
7103,琈,U+7408,fú,3
7104,琀,U+7400,hán,3
7105,珺,U+73FA,jùn,3
7106,掭,U+63AD,tiàn,3
7107,堎,U+580E,lèng,3
7108,堐,U+5810,yá,3
7109,埼,U+57FC,qí,3
7110,掎,U+638E,jǐ,3
7111,埫,U+57EB,tǎng,3
7112,堌,U+580C,gù,3
7113,晢,U+6662,zhé,3
7114,𫮃,U+2BB83,shàn,3
7115,掞,U+639E,yàn,3
7116,埪,U+57EA,kōng,3
7117,壸,U+58F8,kǔn,3
7118,㙍,U+364D,duō,3
7119,聍,U+804D,níng,3
7120,菝,U+83DD,bá,3
7121,萚,U+841A,tuò,3
7122,菥,U+83E5,xī,3
7123,莿,U+83BF,cì,3
7124,䓫,U+44EB,qí,3
7125,勚,U+52DA,yì,3
7126,䓬,U+44EC,zhuó,3
7127,萆,U+8406,bì,3
7128,菂,U+83C2,dì,3
7129,菍,U+83CD,niè,3
7130,菼,U+83FC,tǎn,3
7131,萣,U+8423,dìng,3
7132,䓨,U+44E8,yīng,3
7133,菉,U+83C9,lù,3
7134,䓛,U+44DB,qū,3
7135,梼,U+68BC,táo,3
7136,梽,U+68BD,zhì,3
7137,桲,U+6872,"bó, po",3
7138,梾,U+68BE,lái,3
7139,桯,U+686F,tīng,3
7140,梣,U+68A3,"chén, qín",3
7141,梌,U+688C,tú,3
7142,桹,U+6879,láng,3
7143,敔,U+6554,yǔ,3
7144,厣,U+53A3,yǎn,3
7145,硔,U+7854,gǒng,3
7146,鿎,U+9FCE,"dá, tǎ",3
7147,硙,U+7859,wèi,3
7148,硚,U+785A,qiáo,3
7149,硊,U+784A,huì,3
7150,硍,U+784D,yín,3
7151,勔,U+52D4,miǎn,3
7152,䴕,U+4D15,liè,3
7153,龁,U+9F81,hé,3
7154,逴,U+9034,chuō,3
7155,唪,U+552A,fěng,3
7156,啫,U+556B,zhě,3
7157,翈,U+7FC8,xiá,3
7158,㫰,U+3AF0,làng,3
7159,晙,U+6659,jùn,3
7160,畤,U+7564,zhì,3
7161,𬱖,U+2CC56,dí,3
7162,趼,U+8DBC,jiǎn,3
7163,跂,U+8DC2,qí,3
7164,蛃,U+86C3,bǐng,3
7165,蚲,U+86B2,píng,3
7166,𬟽,U+2C7FD,dōng,3
7167,蚺,U+86BA,rán,3
7168,啴,U+5574,chǎn,3
7169,䎃,U+4383,rǎn,3
7170,崧,U+5D27,sōng,3
7171,崟,U+5D1F,yín,3
7172,崞,U+5D1E,guō,3
7173,崒,U+5D12,zú,3
7174,崌,U+5D0C,jū,3
7175,崡,U+5D21,hán,3
7176,铏,U+94CF,xíng,3
7177,𫓯,U+2B4EF,jī,3
7178,𫟹,U+2B7F9,hóng,3
7179,铕,U+94D5,yǒu,3
7180,𫟼,U+2B7FC,dá,3
7181,铖,U+94D6,chéng,3
7182,铘,U+94D8,yé,3
7183,铚,U+94DA,zhì,3
7184,铞,U+94DE,diào,3
7185,铥,U+94E5,diū,3
7186,铴,U+94F4,tāng,3
7187,牻,U+727B,máng,3
7188,牿,U+727F,gù,3
7189,稆,U+7A06,lǚ,3
7190,笱,U+7B31,gǒu,3
7191,笯,U+7B2F,nú,3
7192,偰,U+5070,xiè,3
7193,偡,U+5061,zhàn,3
7194,鸺,U+9E3A,xiū,3
7195,偭,U+506D,miǎn,3
7196,偲,U+5072,cāi,3
7197,偁,U+5041,chēng,3
7198,㿠,U+3FE0,huàng,3
7199,鄅,U+9105,yǔ,3
7200,偓,U+5053,wò,3
7201,徛,U+5F9B,jì,3
7202,衒,U+8852,xuàn,3
7203,舳,U+8233,zhú,3
7204,舲,U+8232,líng,3
7205,鸼,U+9E3C,zhōu,3
7206,悆,U+6086,yù,3
7207,鄃,U+9103,shū,3
7208,瓻,U+74FB,chī,3
7209,䝙,U+4759,chū,3
7210,脶,U+8136,luó,3
7211,脞,U+811E,cuǒ,3
7212,脟,U+811F,liè,3
7213,䏲,U+43F2,tī,3
7214,鱾,U+9C7E,jǐ,3
7215,猇,U+7307,xiāo,3
7216,猊,U+730A,ní,3
7217,猄,U+7304,jīng,3
7218,觖,U+89D6,jué,3
7219,𠅤,U+20164,xí,3
7220,庱,U+5EB1,chěng,3
7221,庼,U+5EBC,qǐng,3
7222,庳,U+5EB3,bì,3
7223,痓,U+75D3,chì,3
7224,䴔,U+4D14,jiāo,3
7225,竫,U+7AEB,jìng,3
7226,堃,U+5803,kūn,3
7227,阌,U+960C,wén,3
7228,羝,U+7F9D,dī,3
7229,羕,U+7F95,yàng,3
7230,焆,U+7106,juān,3
7231,烺,U+70FA,lǎng,3
7232,焌,U+710C,"jùn, qū",3
7233,淏,U+6DCF,hào,3
7234,𬇹,U+2C1F9,guó,3
7235,淟,U+6DDF,tiǎn,3
7236,淜,U+6DDC,péng,3
7237,淴,U+6DF4,hū,3
7238,淯,U+6DEF,yù,3
7239,湴,U+6E74,bàn,3
7240,涴,U+6DB4,yuān,3
7241,𬍡,U+2C361,dàng,3
7242,㥄,U+3944,líng,3
7243,惛,U+60DB,hūn,3
7244,惔,U+60D4,tán,3
7245,悰,U+60B0,cóng,3
7246,惙,U+60D9,chuò,3
7247,寁,U+5BC1,zǎn,3
7248,逭,U+902D,huàn,3
7249,𬤇,U+2C907,yīn,3
7250,𫍯,U+2B36F,xián,3
7251,袼,U+88BC,gē,3
7252,裈,U+88C8,kūn,3
7253,祲,U+7972,jìn,3
7254,𬤊,U+2C90A,shì,3
7255,𫍲,U+2B372,xiǎo,3
7256,谞,U+8C1E,xū,3
7257,艴,U+8274,bó,3
7258,弸,U+5F38,péng,3
7259,弶,U+5F36,jiàng,3
7260,𬯎,U+2CBCE,tuí,3
7261,隃,U+9683,shù,3
7262,婞,U+5A5E,xìng,3
7263,娵,U+5A35,jū,3
7264,婼,U+5A7C,ruò,3
7265,媖,U+5A96,yīng,3
7266,婳,U+5A73,huà,3
7267,婍,U+5A4D,qǐ,3
7268,婌,U+5A4C,shú,3
7269,婫,U+5A6B,kūn,3
7270,婤,U+5A64,zhōu,3
7271,婘,U+5A58,quán,3
7272,婠,U+5A60,wān,3
7273,𬘬,U+2C62C,qiàn,3
7274,𬘭,U+2C62D,chēn,3
7275,𬴂,U+2CD02,fēi,3
7276,𫘦,U+2B626,táo,3
7277,绹,U+7EF9,táo,3
7278,𫟅,U+2B7C5,liáng,3
7279,𬘯,U+2C62F,zhǔn,3
7280,骕,U+9A95,sù,3
7281,𫘧,U+2B627,lù,3
7282,絜,U+7D5C,"jié, xié",3
7283,珷,U+73F7,wǔ,3
7284,琲,U+7432,bèi,3
7285,琡,U+7421,chù,3
7286,琟,U+741F,wéi,3
7287,琔,U+7414,diàn,3
7288,琭,U+742D,lù,3
7289,堾,U+583E,chūn,3
7290,堼,U+583C,hèng,3
7291,揕,U+63D5,zhèn,3
7292,㙘,U+3658,yāo,3
7293,堧,U+5827,ruán,3
7294,喆,U+5586,zhé,3
7295,堨,U+5828,è,3
7296,塅,U+5845,duàn,3
7297,堠,U+5820,hòu,3
7298,絷,U+7D77,zhí,3
7299,𪣻,U+2A8FB,lóu,3
7300,𡎚,U+2139A,piǎn,3
7301,葜,U+845C,qiā,3
7302,惎,U+60CE,jì,3
7303,萳,U+8433,nán,3
7304,葙,U+8459,xiāng,3
7305,靬,U+976C,qián,3
7306,葴,U+8474,zhēn,3
7307,蒇,U+8487,chǎn,3
7308,蒈,U+8488,kǎi,3
7309,鄚,U+911A,mào,3
7310,蒉,U+8489,kuì,3
7311,蓇,U+84C7,gū,3
7312,萩,U+8429,qiū,3
7313,蒐,U+8490,sōu,3
7314,葰,U+8470,"jùn, suǒ",3
7315,葎,U+844E,lǜ,3
7316,鄑,U+9111,zī,3
7317,蒎,U+848E,pài,3
7318,葖,U+8456,tū,3
7319,蒄,U+8484,guān,3
7320,萹,U+8439,biān,3
7321,棤,U+68E4,cuò,3
7322,棽,U+68FD,"chēn, shēn",3
7323,棫,U+68EB,yù,3
7324,椓,U+6913,zhuó,3
7325,椑,U+6911,bēi,3
7326,𬃊,U+2C0CA,zhì,3
7327,鹀,U+9E40,wú,3
7328,椆,U+6906,chóu,3
7329,棓,U+68D3,bèi,3
7330,棬,U+68EC,quān,3
7331,棪,U+68EA,yǎn,3
7332,椀,U+6900,wǎn,3
7333,楗,U+6957,jiàn,3
7334,𬷕,U+2CDD5,bǔ,3
7335,甦,U+7526,sū,3
7336,酦,U+9166,pō,3
7337,觌,U+89CC,dí,3
7338,奡,U+5961,ào,3
7339,皕,U+7695,bì,3
7340,硪,U+786A,wò,3
7341,欹,U+6B39,qī,3
7342,詟,U+8A5F,zhé,3
7343,𫐐,U+2B410,ní,3
7344,辌,U+8F8C,liáng,3
7345,棐,U+68D0,fěi,3
7346,龂,U+9F82,yín,3
7347,𬹼,U+2CE7C,xiè,3
7348,黹,U+9EF9,zhǐ,3
7349,牚,U+725A,chèng,3
7350,睎,U+774E,xī,3
7351,晫,U+666B,zhuó,3
7352,晪,U+666A,tiǎn,3
7353,晱,U+6671,shǎn,3
7354,𧿹,U+27FF9,mǔ,3
7355,蛑,U+86D1,móu,3
7356,畯,U+756F,jùn,3
7357,斝,U+659D,jiǎ,3
7358,喤,U+55A4,huáng,3
7359,崶,U+5D36,fēng,3
7360,嵁,U+5D41,kān,3
7361,𫶇,U+2BD87,dié,3
7362,崾,U+5D3E,yào,3
7363,嵅,U+5D45,hán,3
7364,崿,U+5D3F,è,3
7365,嵚,U+5D5A,qīn,3
7366,翙,U+7FD9,huì,3
7367,𫖮,U+2B5AE,yǐ,3
7368,圌,U+570C,chuí,3
7369,圐,U+5710,kū,3
7370,赑,U+8D51,bì,3
7371,淼,U+6DFC,miǎo,3
7372,赒,U+8D52,zhōu,3
7373,鿏,U+9FCF,mài,3
7374,铹,U+94F9,láo,3
7375,𬭊,U+2CB4A,dù,3
7376,铽,U+94FD,tè,3
7377,𨱇,U+28C47,qiú,3
7378,𫓶,U+2B4F6,xuān,3
7379,锊,U+950A,lüè,3
7380,锍,U+950D,liǔ,3
7381,锎,U+950E,kāi,3
7382,𬭎,U+2CB4E,hóng,3
7383,锓,U+9513,qǐn,3
7384,犇,U+7287,bēn,3
7385,颋,U+988B,tǐng,3
7386,稌,U+7A0C,tú,3
7387,筀,U+7B40,guì,3
7388,筘,U+7B58,kòu,3
7389,筜,U+7B5C,dāng,3
7390,筥,U+7B65,jǔ,3
7391,筅,U+7B45,xiǎn,3
7392,傃,U+5083,sù,3
7393,傉,U+5089,nù,3
7394,翛,U+7FDB,xiāo,3
7395,傒,U+5092,xī,3
7396,傕,U+5095,jué,3
7397,舾,U+823E,xī,3
7398,畬,U+756C,yú,3
7399,𫖯,U+2B5AF,fǔ,3
7400,脿,U+813F,biǎo,3
7401,腘,U+8158,guó,3
7402,䐃,U+4403,jùn,3
7403,腙,U+8159,zōng,3
7404,腒,U+8152,jū,3
7405,𬱟,U+2CC5F,wěi,3
7406,鲃,U+9C83,bā,3
7407,猰,U+7330,yà,3
7408,𫛭,U+2B6ED,kuáng,3
7409,猯,U+732F,tuān,3
7410,㺄,U+3E84,yǔ,3
7411,馉,U+9989,gǔ,3
7412,凓,U+51D3,lì,3
7413,鄗,U+9117,hào,3
7414,𫷷,U+2BDF7,xīn,3
7415,廋,U+5ECB,sōu,3
7416,廆,U+5EC6,wěi,3
7417,鄌,U+910C,táng,3
7418,粢,U+7CA2,zī,3
7419,遆,U+9046,tí,3
7420,旐,U+65D0,zhào,3
7421,𬮱,U+2CBB1,yīn,3
7422,焞,U+711E,tūn,3
7423,𬊤,U+2C2A4,chǎn,3
7424,欻,U+6B3B,xū,3
7425,𣸣,U+23E23,fén,3
7426,溚,U+6E9A,dá,3
7427,溁,U+6E81,yíng,3
7428,湝,U+6E5D,jiē,3
7429,渰,U+6E30,yǎn,3
7430,湓,U+6E53,pén,3
7431,㴔,U+3D14,jí,3
7432,渟,U+6E1F,tíng,3
7433,溠,U+6EA0,zhà,3
7434,渼,U+6E3C,měi,3
7435,溇,U+6E87,lóu,3
7436,湣,U+6E63,mǐn,3
7437,湑,U+6E51,xù,3
7438,溞,U+6E9E,sāo,3
7439,愐,U+6110,miǎn,3
7440,愃,U+6103,xuān,3
7441,敩,U+6569,xiào,3
7442,甯,U+752F,nìng,3
7443,棨,U+68E8,qǐ,3
7444,扊,U+624A,yǎn,3
7445,裣,U+88E3,liǎn,3
7446,祼,U+797C,guàn,3
7447,婻,U+5A7B,nàn,3
7448,媆,U+5A86,ruǎn,3
7449,媞,U+5A9E,shì,3
7450,㛹,U+36F9,pián,3
7451,媓,U+5A93,huáng,3
7452,媂,U+5A82,dì,3
7453,媄,U+5A84,měi,3
7454,毵,U+6BF5,sān,3
7455,矞,U+77DE,yù,3
7456,𬴃,U+2CD03,huō,3
7457,𫘨,U+2B628,tí,3
7458,缊,U+7F0A,yùn,3
7459,缐,U+7F10,xiàn,3
7460,骙,U+9A99,kuí,3
7461,瑃,U+7443,chūn,3
7462,瑓,U+7453,liàn,3
7463,瑅,U+7445,tí,3
7464,瑆,U+7446,xīng,3
7465,䴖,U+4D16,jīng,3
7466,瑖,U+7456,duàn,3
7467,瑝,U+745D,huáng,3
7468,瑔,U+7454,quán,3
7469,瑀,U+7440,yǔ,3
7470,𤧛,U+249DB,dì,3
7471,瑳,U+7473,cuō,3
7472,瑂,U+7442,méi,3
7473,嶅,U+5D85,áo,3
7474,瑑,U+7451,zhuàn,3
7475,遘,U+9058,gòu,3
7476,髢,U+9AE2,dí,3
7477,塥,U+5865,gé,3
7478,堽,U+583D,gāng,3
7479,赪,U+8D6A,chēng,3
7480,摛,U+645B,chī,3
7481,塝,U+585D,bàng,3
7482,搒,U+6412,"bàng, péng",3
7483,搌,U+640C,zhǎn,3
7484,蒱,U+84B1,pú,3
7485,蒨,U+84A8,qiàn,3
7486,蓏,U+84CF,luǒ,3
7487,蔀,U+8500,bù,3
7488,蓢,U+84E2,lǎng,3
7489,蓂,U+84C2,mì,3
7490,蒻,U+84BB,ruò,3
7491,蓣,U+84E3,yù,3
7492,椹,U+6939,shèn,3
7493,楪,U+696A,dié,3
7494,榃,U+6983,tán,3
7495,榅,U+6985,wēn,3
7496,楒,U+6952,sī,3
7497,楞,U+695E,léng,3
7498,楩,U+6969,pián,3
7499,榇,U+6987,chèn,3
7500,椸,U+6938,yí,3
7501,楙,U+6959,mào,3
7502,歅,U+6B45,yīn,3
7503,𬪩,U+2CAA9,nóng,3
7504,碃,U+7883,qìng,3
7505,碏,U+788F,què,3
7506,𬒔,U+2C494,gěng,3
7507,碈,U+7888,hūn,3
7508,䃅,U+40C5,dī,3
7509,硿,U+787F,kòng,3
7510,鄠,U+9120,hù,3
7511,辒,U+8F92,wēn,3
7512,𬨎,U+2CA0E,yóu,3
7513,𫐓,U+2B413,róu,3
7514,龆,U+9F86,tiáo,3
7515,觜,U+89DC,zī,3
7516,䣘,U+48D8,táng,3
7517,暕,U+6695,jiǎn,3
7518,鹍,U+9E4D,kūn,3
7519,𫫇,U+2BAC7,è,3
7520,㬊,U+3B0A,huǎn,3
7521,暅,U+6685,gèng,3
7522,跱,U+8DF1,zhì,3
7523,蜐,U+8710,jié,3
7524,蜎,U+870E,yuān,3
7525,嵲,U+5D72,niè,3
7526,赗,U+8D57,fèng,3
7527,骱,U+9AB1,jiè,3
7528,锖,U+9516,qiāng,3
7529,𫓹,U+2B4F9,jī,3
7530,锘,U+9518,nuò,3
7531,锳,U+9533,yīng,3
7532,锧,U+9527,zhì,3
7533,锪,U+952A,huō,3
7534,𬭚,U+2CB5A,chún,3
7535,锫,U+952B,péi,3
7536,锬,U+952C,tán,3
7537,𬭛,U+2CB5B,bō,3
7538,稑,U+7A11,lù,3
7539,稙,U+7A19,zhī,3
7540,䅟,U+415F,cǎn,3
7541,𬕂,U+2C542,lǒng,3
7542,筻,U+7B7B,gàng,3
7543,筼,U+7B7C,yún,3
7544,筶,U+7B76,gào,3
7545,筦,U+7B66,guǎn,3
7546,筤,U+7B64,láng,3
7547,傺,U+50BA,chì,3
7548,鹎,U+9E4E,bēi,3
7549,僇,U+50C7,lù,3
7550,艅,U+8245,yú,3
7551,艉,U+8249,wěi,3
7552,谼,U+8C3C,hóng,3
7553,貆,U+8C86,huán,3
7554,腽,U+817D,wà,3
7555,腨,U+8168,shuàn,3
7556,腯,U+816F,tú,3
7557,鲉,U+9C89,yóu,3
7558,鲊,U+9C8A,zhǎ,3
7559,鲌,U+9C8C,bó,3
7560,䲟,U+4C9F,yìn,3
7561,𬶋,U+2CD8B,jū,3
7562,𬶍,U+2CD8D,tuó,3
7563,鲏,U+9C8F,pí,3
7564,雊,U+96CA,gòu,3
7565,猺,U+733A,yáo,3
7566,飔,U+98D4,sī,3
7567,觟,U+89DF,huà,3
7568,𦝼,U+2677C,"lóu, lǘ",3
7569,馌,U+998C,yè,3
7570,裛,U+88DB,yì,3
7571,廒,U+5ED2,áo,3
7572,瘀,U+7600,yū,3
7573,瘅,U+7605,"dān, dàn",3
7574,鄘,U+9118,yōng,3
7575,鹒,U+9E52,gēng,3
7576,鄜,U+911C,fū,3
7577,麀,U+9E80,yōu,3
7578,鄣,U+9123,zhāng,3
7579,阘,U+9618,tà,3
7580,𫔶,U+2B536,niè,3
7581,煁,U+7141,chén,3
7582,煃,U+7143,kuǐ,3
7583,煴,U+7174,yūn,3
7584,煋,U+714B,xīng,3
7585,煟,U+715F,wèi,3
7586,煓,U+7153,tuān,3
7587,滠,U+6EE0,shè,3
7588,溍,U+6E8D,jìn,3
7589,溹,U+6EB9,suǒ,3
7590,滆,U+6EC6,gé,3
7591,滉,U+6EC9,huàng,3
7592,溦,U+6EA6,wēi,3
7593,溵,U+6EB5,yīn,3
7594,漷,U+6F37,huǒ,3
7595,滧,U+6EE7,xiào,3
7596,滘,U+6ED8,jiào,3
7597,滍,U+6ECD,zhì,3
7598,愭,U+612D,qí,3
7599,慥,U+6165,zào,3
7600,慆,U+6146,tāo,3
7601,塱,U+5871,lǎng,3
7602,𫌀,U+2B300,jī,3
7603,裼,U+88FC,"tì, xī",3
7604,禋,U+798B,yīn,3
7605,禔,U+7994,zhī,3
7606,禘,U+7998,dì,3
7607,禒,U+7992,xiǎn,3
7608,谫,U+8C2B,jiǎn,3
7609,鹔,U+9E54,sù,3
7610,𫖳,U+2B5B3,yūn,3
7611,愍,U+610D,mǐn,3
7612,嫄,U+5AC4,yuán,3
7613,媱,U+5AB1,yáo,3
7614,戤,U+6224,gài,3
7615,勠,U+52E0,lù,3
7616,戣,U+6223,kuí,3
7617,𫘪,U+2B62A,yuán,3
7618,𫘬,U+2B62C,xí,3
7619,缞,U+7F1E,cuī,3
7620,耤,U+8024,jí,3
7621,瑧,U+7467,zhēn,3
7622,𫞩,U+2B7A9,mén,3
7623,瑨,U+7468,jìn,3
7624,瑱,U+7471,tiàn,3
7625,瑷,U+7477,ài,3
7626,瑢,U+7462,róng,3
7627,斠,U+65A0,jiào,3
7628,摏,U+644F,chōng,3
7629,墕,U+5895,yān,3
7630,墈,U+5888,kàn,3
7631,墐,U+5890,jìn,3
7632,墘,U+5898,qián,3
7633,摴,U+6474,chū,3
7634,銎,U+928E,qióng,3
7635,𡐓,U+21413,kāng,3
7636,墚,U+589A,liáng,3
7637,撖,U+6496,hàn,3
7638,𪤗,U+2A917,liào,3
7639,靽,U+977D,bàn,3
7640,鞁,U+9781,bèi,3
7641,蔌,U+850C,sù,3
7642,蔈,U+8508,piào,3
7643,蓰,U+84F0,xǐ,3
7644,蔹,U+8539,liǎn,3
7645,蔊,U+850A,"hǎn, hàn",3
7646,嘏,U+560F,gǔ,3
7647,榰,U+69B0,zhī,3
7648,榑,U+6991,fú,3
7649,槚,U+69DA,jiǎ,3
7650,𣗋,U+235CB,dǎng,3
7651,槜,U+69DC,zuì,3
7652,榍,U+698D,xiè,3
7653,疐,U+7590,zhì,3
7654,𬸘,U+2CE18,yǎn,3
7655,酺,U+917A,pú,3
7656,酾,U+917E,shī,3
7657,酲,U+9172,chéng,3
7658,酴,U+9174,tú,3
7659,碶,U+78B6,qì,3
7660,䃎,U+40CE,zhà,3
7661,𬒗,U+2C497,lán,3
7662,碨,U+78A8,wèi,3
7663,𥔲,U+25532,è,3
7664,碹,U+78B9,xuàn,3
7665,碥,U+78A5,biǎn,3
7666,劂,U+5282,jué,3
7667,𫚖,U+2B696,cǐ,3
7668,䴗,U+4D17,jú,3
7669,夥,U+5925,huǒ,3
7670,瞍,U+778D,sǒu,3
7671,鹖,U+9E56,hé,3
7672,㬎,U+3B0E,xiǎn,3
7673,跽,U+8DFD,jì,3
7674,蜾,U+873E,guǒ,3
7675,幖,U+5E56,biāo,3
7676,嶍,U+5D8D,xí,3
7677,圙,U+5719,lüè,3
7678,𨱏,U+28C4F,dā,3
7679,锺,U+953A,zhōng,3
7680,锼,U+953C,sōu,3
7681,锽,U+953D,huáng,3
7682,𬭤,U+2CB64,hóu,3
7683,锾,U+953E,huán,3
7684,锿,U+953F,āi,3
7685,镃,U+9543,zī,3
7686,镄,U+9544,fèi,3
7687,镅,U+9545,méi,3
7688,馝,U+999D,bì,3
7689,鹙,U+9E59,qiū,3
7690,箨,U+7BA8,tuò,3
7691,箖,U+7B96,lín,3
7692,劄,U+5284,zhá,3
7693,僬,U+50EC,jiāo,3
7694,僦,U+50E6,jiù,3
7695,僔,U+50D4,zǔn,3
7696,僎,U+50CE,zhuàn,3
7697,槃,U+69C3,pán,3
7698,㙦,U+3666,xié,3
7699,鲒,U+9C92,jié,3
7700,鲕,U+9C95,ér,3
7701,𫚕,U+2B695,shī,3
7702,鲖,U+9C96,tóng,3
7703,鲗,U+9C97,zéi,3
7704,鲘,U+9C98,hòu,3
7705,鲙,U+9C99,kuài,3
7706,𬶐,U+2CD90,zhào,3
7707,𬶏,U+2CD8F,wéi,3
7708,𩽾,U+29F7E,ān,3
7709,夐,U+5910,xiòng,3
7710,獍,U+734D,jìng,3
7711,飗,U+98D7,liú,3
7712,𬸚,U+2CE1A,yuè,3
7713,凘,U+51D8,sī,3
7714,廑,U+5ED1,jǐn,3
7715,廙,U+5ED9,yì,3
